City_ID,City,Lat,Lng,Max Temp (F),Humidity,Cloudiness,Wind Speed,Country,Date
30,Zyryanovsk,49.7386,84.2719,46.72,71,85,0.4,KZ,1685056038
31,Blackmans Bay,-43.0167,147.3167,48.52,74,71,10.07,AU,1685056039
32,Vadso,70.0744,29.7487,44.76,57,0,4.61,NO,1685055807
33,Mount Isa,-20.7333,139.5,67.77,32,0,17.27,AU,1685056040
34,Stanley,54.868,-1.6985,53.89,86,0,3.44,GB,1685056040
35,Bilibino,68.0546,166.4372,47.17,49,99,1.41,RU,1685056040
36,San Patricio,28.017,-97.5169,88.16,62,79,12.5,US,1685056046
37,Aweil,8.7682,27.4002,90.34,31,70,5.93,SS,1685056047
38,Adamstown,-25.066,-130.1015,74.14,68,46,5.61,PN,1685056047
39,Touros,-5.1989,-35.4608,78.51,85,82,13.04,BR,1685055804
40,Ribeira Grande,38.5167,-28.7,62.78,82,54,10.0,PT,1685056048
41,Tiksi,71.6872,128.8694,30.45,81,100,8.79,RU,1685056048
42,Almeirim,-1.5233,-52.5817,77.14,89,92,4.41,BR,1685056048
43,Polyarnyy,69.1989,33.4478,46.18,59,6,8.1,RU,1685056049
44,Aykhal,66.0,111.5,30.76,81,97,9.42,RU,1685056049
45,Whitehorse,60.7161,-135.0538,59.31,47,100,24.16,CA,1685055921
46,Yigo Village,13.5361,144.8886,80.1,88,100,17.09,GU,1685056050
47,Isafjordur,66.0755,-23.124,40.55,73,95,5.88,IS,1685056050
48,Sorong,-0.8833,131.25,78.71,89,91,11.52,ID,1685056051
49,Qaqortoq,60.7167,-46.0333,33.26,100,100,0.74,GL,1685056051
50,Hithadhoo,-0.6,73.0833,83.52,69,26,9.69,MV,1685056052
51,Mogadishu,2.0371,45.3438,79.65,78,8,13.2,SO,1685056052
52,Gaspe,48.8334,-64.4819,43.02,100,100,5.75,CA,1685055941
53,Edinburgh Of The Seven Seas,-37.0676,-12.3116,61.25,81,50,25.9,SH,1685056053
54,Ciudad Bolivar,8.1222,-63.5497,87.8,56,81,1.48,VE,1685056053
55,Walvis Bay,-22.9575,14.5053,56.08,80,0,16.58,NA,1685056053
56,Papatowai,-46.5619,169.4708,57.67,63,100,12.35,NZ,1685056053
57,Rio Verde De Mato Grosso,-18.9181,-54.8442,75.45,59,52,4.88,BR,1685056054
58,Oliver,49.1831,-119.5524,69.69,55,98,1.16,CA,1685056054
59,Melfort,52.8667,-104.6177,54.66,94,100,12.06,CA,1685056009
60,Grytviken,-54.2811,-36.5092,34.88,99,99,5.61,GS,1685056055
61,Fort Bragg,35.139,-79.006,71.15,66,100,16.11,US,1685056055
62,Pacific Grove,36.6177,-121.9166,61.43,74,100,12.66,US,1685056055
63,San Matias,-16.3667,-58.4,78.15,63,48,4.03,BO,1685056056
64,Talnakh,69.4865,88.3972,34.21,95,91,8.01,RU,1685056056
65,Page,36.9147,-111.4558,85.48,14,0,5.75,US,1685056056
66,Oranjemund,-28.55,16.4333,53.2,84,20,3.33,NA,1685056057
67,Susuman,62.7833,148.1667,43.11,49,24,3.78,RU,1685056057
68,Malango,-2.9627,119.9001,68.67,97,89,1.23,ID,1685056057
69,Thompson,55.7435,-97.8558,55.65,98,100,3.38,CA,1685056058
70,West Island,-12.1568,96.8225,80.58,78,40,10.36,CC,1685056058
71,Bethel,41.3712,-73.414,66.51,47,0,9.22,US,1685056059
72,Wailua Homesteads,22.0669,-159.378,81.03,74,75,11.5,US,1685056059
73,Uttar Char Fasson,22.2332,90.7132,82.81,90,85,9.1,BD,1685055922
74,Porto Torres,40.835,8.3972,64.58,86,66,3.51,IT,1685056060
75,Yellowknife,62.456,-114.3525,57.56,54,74,8.99,CA,1685056061
76,Jamestown,42.097,-79.2353,59.52,52,0,9.22,US,1685056061
77,Udachny,66.4167,112.4,35.46,59,99,10.02,RU,1685056061
78,Kirkland Lake,48.1446,-80.0377,56.75,44,7,3.18,CA,1685056062
79,Ancud,-41.8697,-73.8203,44.58,79,90,8.81,CL,1685056062
80,Ghadamis,30.1337,9.5007,75.65,26,0,12.97,LY,1685056063
81,Ometepec,16.6833,-98.4167,88.2,49,9,9.04,MX,1685056063
82,Bredasdorp,-34.5322,20.0403,48.94,83,52,10.16,ZA,1685056063
83,Sandrigo,45.6561,11.592,67.35,77,0,1.01,IT,1685056063
84,Tual,-5.6667,132.75,81.16,70,66,18.16,ID,1685056064
85,Kem',64.9555,34.5793,43.99,65,64,7.07,RU,1685056064
86,Enewetak,11.3474,162.3373,82.27,77,97,15.43,MH,1685056064
87,Puerto Ayora,-0.7393,-90.3518,79.56,90,31,8.01,EC,1685056064
88,Al Jawf,29.5,38.75,73.72,27,0,10.98,SA,1685056065
89,Petropavlovsk-Kamchatsky,53.0452,158.6483,50.59,66,40,4.47,RU,1685056065
90,Punta Arenas,-53.15,-70.9167,37.11,87,75,11.5,CL,1685056065
91,Itaituba,-4.2761,-55.9836,81.32,74,99,2.66,BR,1685056065
92,Margate,51.3813,1.3862,51.87,75,13,10.0,GB,1685055914
93,Kitimat,54.0524,-128.6534,76.68,46,48,8.01,CA,1685056066
94,Mahibadhoo,3.7833,72.9667,83.43,73,5,9.66,MV,1685056066
95,Olonkinbyen,70.9221,-8.7187,31.03,68,37,22.64,SJ,1685056066
96,Hawaiian Paradise Park,19.5933,-154.9731,80.11,77,40,16.11,US,1685056066
97,Orkney,-26.9802,26.6727,55.96,40,74,15.32,ZA,1685056067
98,Valpoy,15.5333,74.1333,83.79,82,59,3.87,IN,1685056067
99,Mossendjo,-2.9506,12.7261,70.54,99,88,1.19,CG,1685056067
100,Iqaluit,63.7506,-68.5145,35.33,74,75,10.36,CA,1685055982
101,Srivardhan,18.0333,73.0167,81.88,78,3,4.12,IN,1685056068
102,Rio Gallegos,-51.6226,-69.2181,35.28,82,98,14.07,AR,1685056068
103,Nan,18.8333,100.6667,74.25,88,65,1.5,TH,1685056068
104,Maues,-3.3836,-57.7186,78.35,88,80,1.81,BR,1685056068
105,Lata,40.1629,-8.3327,56.39,95,3,2.8,PT,1685056068
106,Salinopolis,-0.6136,-47.3561,79.88,85,46,12.24,BR,1685056069
107,Funadhoo,6.15,73.2667,83.39,74,41,10.13,MV,1685056069
108,Playa Del Ingles,27.7567,-15.5787,67.75,74,80,6.38,ES,1685056069
109,Kerrville,30.0474,-99.1403,83.55,62,0,1.01,US,1685056069
110,Ulsteinvik,62.3432,5.8487,49.75,84,91,13.0,NO,1685056069
111,Lake Monticello,37.9232,-78.3347,68.79,51,30,7.67,US,1685055812
112,Saint-Philippe,-21.3585,55.7679,71.19,85,100,12.46,RE,1685056070
113,Xinyuan,37.3,99.0,36.97,82,100,5.46,CN,1685056070
114,Sao Paulo De Olivenca,-3.3783,-68.8725,75.27,97,62,0.47,BR,1685056070
115,Bodo,67.28,14.405,40.77,85,75,26.46,NO,1685056071
116,Invercargill,-46.4,168.35,56.88,73,100,12.82,NZ,1685056071
117,Mermoz Boabab,14.7065,-17.4758,77.56,79,100,18.41,SN,1685056071
118,Lumphat,13.4878,106.9816,74.89,93,34,2.42,KH,1685056071
119,Cabo San Lucas,22.8909,-109.9124,88.61,30,75,8.05,MX,1685055951
120,Vorgashor,67.5833,63.95,55.87,76,96,9.37,RU,1685056072
121,Colares,38.7992,-9.4469,67.89,71,1,15.01,PT,1685056072
122,Klyuchi,52.2667,79.1667,55.4,41,100,8.59,RU,1685056072
123,Tenenkou,14.4572,-4.9169,97.45,18,63,4.85,ML,1685056072
124,Kirakira,-10.4544,161.9205,77.83,89,100,5.64,SB,1685056073
125,Bucerias,20.75,-105.3333,84.97,70,75,12.66,MX,1685055921
126,Huayin,34.5675,110.0921,67.93,67,100,3.62,CN,1685056073
127,Prince Albert,53.2001,-105.7677,55.35,94,100,13.8,CA,1685055790
128,Penzance,50.1186,-5.5371,56.08,88,37,10.18,GB,1685056073
129,Sarnia,42.9787,-82.4041,56.43,60,0,16.11,CA,1685055901
130,Les Avirons,-21.2418,55.3394,68.38,83,100,19.57,RE,1685056074
131,Aswan,24.0934,32.907,87.48,32,78,11.12,EG,1685056074
132,Tadine,-21.55,167.8833,72.91,62,7,11.72,NC,1685056074
133,Tshabong,-26.05,22.45,48.96,76,1,14.14,BW,1685056075
134,Hamilton,39.1834,-84.5333,71.55,31,0,12.66,US,1685055566
135,Georgetown,5.4112,100.3354,82.33,83,20,2.3,MY,1685055801
136,Ilulissat,69.2167,-51.1,35.62,55,0,1.14,GL,1685056075
137,Bazas,44.432,-0.2133,55.62,69,22,4.09,FR,1685056075
138,Lihue,21.9789,-159.3672,81.64,74,75,11.5,US,1685056039
139,Ust-Tsilma,65.441,52.1498,59.36,90,72,5.84,RU,1685056076
140,Khorugh,37.4897,71.553,44.29,66,69,5.64,TJ,1685056076
141,Celestun,20.8667,-90.4,82.78,67,1,11.16,MX,1685056076
142,La Cruz,23.9167,-106.9,86.07,43,99,12.12,MX,1685056076
143,Kwangyang,34.9753,127.5892,68.45,65,87,2.89,KR,1685056077
144,Sur,22.5667,59.5289,91.31,51,88,15.43,OM,1685056077
145,Tralee,52.2704,-9.7026,52.63,96,12,2.84,IE,1685056077
146,Lamu,-2.2717,40.902,79.02,79,47,12.21,KE,1685056077
147,Guerrero,17.6667,-100.0,86.49,46,71,2.66,MX,1685056078
148,Port Augusta,-32.5,137.7667,51.48,69,84,7.0,AU,1685056078
149,Alapayevsk,57.8516,61.6963,58.3,74,65,2.71,RU,1685056078
150,Sitka,57.0531,-135.33,55.29,88,100,5.75,US,1685056078
151,Port Elizabeth,-33.918,25.5701,56.1,84,82,7.0,ZA,1685056079
152,Mar Del Plata,-38.0023,-57.5575,65.08,99,100,8.05,AR,1685056079
153,Badger,64.8,-147.5333,73.0,32,75,3.44,US,1685056079
154,Ta`U,-14.2336,-169.5144,81.82,74,31,11.63,AS,1685056079
155,Puerto Baquerizo Moreno,-0.9,-89.6,78.84,77,48,10.51,EC,1685056080
156,Ust-Nera,64.5667,143.2,40.42,60,39,4.18,RU,1685056080
157,Lompoc,34.6391,-120.4579,73.02,70,35,15.99,US,1685056080
158,Lago Da Pedra,-4.3333,-45.1667,79.72,73,100,1.36,BR,1685056081
159,Pudozh,61.8099,36.5345,51.08,84,79,4.38,RU,1685056081
160,Harper,4.375,-7.7169,79.63,86,100,7.47,LR,1685056081
161,Vilyuchinsk,52.9306,158.4028,52.07,78,88,3.58,RU,1685056082
162,Poronaysk,49.2167,143.1167,51.28,72,99,3.44,RU,1685056082
163,Alexandria,31.2156,29.9553,66.74,76,97,8.25,EG,1685055948
164,Rabo De Peixe,37.8,-25.5833,62.11,72,20,9.22,PT,1685056083
165,Antsiranana,-12.2787,49.2917,71.69,92,3,6.06,MG,1685056083
166,Avarua,-21.2078,-159.775,77.05,88,15,8.05,CK,1685056084
167,Newman,37.3138,-121.0208,81.23,43,0,13.0,US,1685056084
168,Kavieng,-2.5744,150.7967,82.51,75,41,1.57,PG,1685056085
169,Malangawa,26.8568,85.5581,74.39,76,6,4.88,NP,1685056085
170,Belev,53.8119,36.1319,54.72,91,82,5.48,RU,1685056086
171,La'Ie,21.6477,-157.9253,84.16,70,84,16.35,US,1685056086
172,Antsohihy,-14.8796,47.9875,67.08,98,5,2.95,MG,1685056087
173,Lerwick,60.1545,-1.1494,48.2,84,25,17.47,GB,1685056087
174,Yuzhno-Kurilsk,44.0306,145.8556,55.33,65,0,7.09,RU,1685056087
175,Kingston,17.997,-76.7936,86.95,75,20,4.0,JM,1685055894
176,Allada,6.6655,2.1514,77.47,90,89,3.8,BJ,1685056089
177,Colby,39.3958,-101.0524,69.01,75,100,23.0,US,1685056089
178,Tura,25.5198,90.2201,68.94,95,99,3.87,IN,1685055886
179,Lebu,-37.6167,-73.65,54.05,86,69,18.7,CL,1685056090
180,Usinsk,65.9939,57.5281,61.74,77,16,18.28,RU,1685056090
181,Arrah,25.5667,84.6667,80.49,56,0,4.05,IN,1685056090
182,Kyshtovka,56.555,76.6271,40.77,63,6,7.11,RU,1685056091
183,Greymouth,-42.4667,171.2,57.38,83,85,17.56,NZ,1685056091
184,Yerofey Pavlovich,53.9667,121.9667,44.42,92,100,7.4,RU,1685056092
185,Siwa Oasis,29.2041,25.5195,82.26,32,100,20.38,EG,1685056092
186,Lafia,8.4833,8.5167,79.63,83,56,6.04,NG,1685056092
187,Pyinmana,19.7333,96.2167,75.58,86,9,4.36,MM,1685056093
188,Whangarei,-35.7317,174.3239,61.81,66,5,3.13,NZ,1685056093
189,Akjoujt,19.6969,-14.4164,79.09,58,98,18.43,MR,1685056093
190,Srisailain,16.0833,78.8667,81.81,56,40,6.26,IN,1685056094
191,Piti Village,13.4626,144.6933,81.95,87,100,16.89,GU,1685056094
192,Rovaniemi,66.5,25.7167,40.41,56,0,6.91,FI,1685056095
193,Kigoma,-4.8769,29.6267,74.57,75,21,3.44,TZ,1685056095
194,Fort St. John,56.2499,-120.8529,64.78,49,27,2.62,CA,1685056054
195,Arinos,-15.9169,-46.1056,76.44,41,41,4.36,BR,1685055802
196,Pechora,65.1472,57.2244,61.23,83,42,10.42,RU,1685056096
197,Allapalli,19.4167,80.0667,83.62,52,51,2.98,IN,1685056097
198,Sandy Point Town,17.35,-62.8333,79.36,83,40,5.75,KN,1685056097
199,Rumuruti,0.267,36.5389,59.47,83,89,7.67,KE,1685056097
200,Hasaki,35.7333,140.8333,68.4,62,51,12.3,JP,1685056098
201,Manaure,11.7751,-72.4445,83.48,78,63,8.37,CO,1685056098
202,Justo Daract,-33.8594,-65.1828,62.8,94,74,10.2,AR,1685056099
203,Uusikaupunki,60.8004,21.4084,45.46,74,57,7.49,FI,1685056100
204,Patong,7.8961,98.2966,88.02,99,92,12.62,TH,1685056100
205,Korsakov,46.6328,142.7813,58.84,67,26,15.46,RU,1685056100
206,Holualoa,19.6228,-155.9522,77.77,80,75,8.05,US,1685056100
207,Codrington,-38.2667,141.9667,52.11,68,100,14.52,AU,1685056101
208,Petrozavodsk,61.7849,34.3469,56.66,82,100,6.71,RU,1685056102
209,Luau,-10.7073,22.2247,72.41,50,43,4.0,AO,1685056102
210,Bridgewater,44.3835,-64.5155,56.68,68,95,7.0,CA,1685056103
211,Dossor,47.5272,52.9811,73.6,27,14,10.87,KZ,1685056103
212,Bonthe,7.5264,-12.505,81.03,82,100,5.57,SL,1685056104
213,Rundu,-17.9333,19.7667,60.73,41,3,1.72,NA,1685056104
214,Salym,60.0625,71.4789,46.22,62,1,4.23,RU,1685056104
215,Spring Creek,40.7266,-115.5859,62.29,42,58,0.87,US,1685056105
216,Saipan,15.1355,145.701,83.1,100,100,20.0,MP,1685056105
217,Bakchar,57.0186,82.0711,37.38,66,10,4.09,RU,1685056111
218,Saint-Francois,46.4154,3.9054,53.04,94,0,0.0,FR,1685056111
219,Weno,7.4515,151.8468,83.19,75,93,8.61,FM,1685056112
220,Kapuskasing,49.4169,-82.4331,61.27,40,61,2.42,CA,1685056112
221,Rossosh',51.1209,38.5116,59.31,96,93,4.94,RU,1685056112
222,Aasiaat,68.7098,-52.8699,29.84,86,4,7.16,GL,1685056113
223,Saint-Joseph,-21.3667,55.6167,70.47,83,100,13.09,RE,1685056113
224,Prince George,53.9166,-122.753,76.24,39,34,1.99,CA,1685056077
225,Kulhudhuffushi,6.6221,73.07,83.48,74,40,10.13,MV,1685056113
226,Severo-Yeniseyskiy,60.3725,93.0408,32.38,85,37,5.48,RU,1685056114
227,Hadibu,12.65,54.0333,84.24,72,1,6.35,YE,1685056114
228,Sao Miguel Do Araguaia,-13.275,-50.1628,76.93,45,4,3.09,BR,1685056115
229,San Luis De La Loma,17.2706,-100.8939,87.13,59,26,8.1,MX,1685056115
230,Kiama,-34.6833,150.8667,63.0,83,90,1.99,AU,1685056116
231,Otjiwarongo,-20.4637,16.6477,54.82,51,29,5.64,NA,1685056116
232,Pama,11.2497,0.7075,85.55,59,99,7.29,BF,1685056116
233,Port Douglas,-16.4833,145.4667,73.71,74,79,7.58,AU,1685056117
234,Kabompo,-13.5927,24.2008,60.53,49,0,5.55,ZM,1685056117
235,Gwadar,25.1216,62.3254,84.04,89,9,11.92,PK,1685056117
236,Bamboo Flat,11.7,92.7167,78.89,83,20,2.3,IN,1685056118
237,Rio San Juan,19.6439,-70.0763,82.49,74,13,8.25,DO,1685056118
238,Loudeac,48.1783,-2.7543,53.73,94,6,12.35,FR,1685056119
239,Severnoye,56.3491,78.3619,39.47,61,11,6.6,RU,1685056119
240,Yanbu,24.0891,38.0637,81.82,70,4,1.32,SA,1685056004
241,Howard Springs,-12.497,131.047,69.82,61,30,5.77,AU,1685056120
242,Jayapura,-2.5333,140.7,83.59,86,90,4.56,ID,1685056120
243,Pitea,65.3172,21.4794,42.89,61,65,11.39,SE,1685056121
244,Kuala Tungkal,-0.8167,103.4667,76.39,93,98,7.58,ID,1685056121
245,Sinabang,2.4803,96.3801,79.45,83,95,3.51,ID,1685056121
246,Hong Kong,22.2855,114.1577,82.96,90,10,8.01,HK,1685055934
247,Shakhtersk,48.0625,38.5167,60.15,84,27,1.92,UA,1685056122
248,Peniche,39.3558,-9.3811,63.28,94,2,9.24,PT,1685056122
249,Valle De La Pascua,9.2155,-66.0073,73.62,94,100,7.18,VE,1685056122
250,Rocha,-34.4833,-54.3333,68.43,67,99,7.49,UY,1685056123
251,Bohorodchany,48.807,24.5383,53.96,91,45,4.65,UA,1685056123
252,Kodiak,57.79,-152.4072,49.51,57,100,8.05,US,1685056123
253,Tierp,60.3427,17.5181,49.98,62,65,6.71,SE,1685056123
254,Santa Ana Maya,20.0,-101.0167,80.6,39,75,14.97,MX,1685056124
255,Kupang,-10.1667,123.5833,77.58,78,20,10.36,ID,1685056125
256,Haiku-Pauwela,20.9219,-156.3051,79.16,70,75,18.41,US,1685056125
257,Nikolayevsk-On-Amure,53.1406,140.73,49.05,75,100,4.03,RU,1685056125
258,Port Alfred,-33.5906,26.891,54.18,91,82,8.01,ZA,1685056126
259,San Antonio De Pale,-1.4014,5.6325,79.21,86,99,15.99,GQ,1685056126
260,Calchaqui,-29.8877,-60.287,72.7,65,46,13.31,AR,1685056126
261,Yaren,-0.5472,166.916,83.39,68,56,2.37,NR,1685056126
262,Lycksele,64.5954,18.6735,35.44,93,58,3.44,SE,1685056127
263,Namibe,-15.1961,12.1522,68.02,73,0,8.3,AO,1685056127
264,Canon City,38.441,-105.2424,76.01,54,0,13.8,US,1685056127
265,Gazli,40.1333,63.45,70.41,27,0,8.55,UZ,1685056128
266,Bingol,38.8847,40.4939,54.01,88,100,3.02,TR,1685056128
267,Nova Xavantina,-14.6667,-52.35,76.46,55,53,1.34,BR,1685056128
268,Kapa'A,22.0752,-159.319,82.38,74,75,11.5,US,1685056128
269,Juneau,58.3019,-134.4197,54.41,97,100,4.61,US,1685056128
270,Rongelap,11.1635,166.8941,82.15,78,100,19.3,MH,1685056129
271,Zag,46.9441,99.165,38.98,43,100,2.1,MN,1685056129
272,Zhijiang,30.4214,111.7533,71.15,94,100,1.74,CN,1685056129
273,Woolgoolga,-30.1106,153.2007,60.67,45,100,9.91,AU,1685056129
274,Dolores,-36.3132,-57.6792,63.81,97,100,8.68,AR,1685056079
275,Linhares,-19.3911,-40.0722,68.2,92,1,3.83,BR,1685056130
276,Las Animas,-39.8087,-73.2182,50.14,94,100,6.89,CL,1685056130
277,Jiuquan,39.7432,98.5174,57.65,20,74,4.14,CN,1685056130
278,East London,-33.0153,27.9116,61.34,72,99,20.07,ZA,1685056131
279,Broome,42.2506,-75.833,61.32,49,0,11.5,US,1685056131
280,Zaozersk,69.4005,32.4476,46.67,46,52,11.92,RU,1685056131
281,Serowe,-22.3833,26.7167,64.04,41,31,6.64,BW,1685056131
282,Hampton Bays,40.869,-72.5176,65.97,65,0,6.91,US,1685056132
283,Mournies,35.4764,24.0092,64.8,77,20,0.0,GR,1685056132
284,Chibougamau,49.9168,-74.3659,52.79,44,7,7.29,CA,1685056133
285,Salekhard,66.53,66.6019,58.33,70,98,10.42,RU,1685056133
286,Urengoy,65.9667,78.3667,41.63,81,99,8.86,RU,1685056133
287,Apatity,67.5641,33.4031,41.47,73,6,3.36,RU,1685056133
288,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,74.52,97,95,2.89,BR,1685056133
289,Namanyere,-7.5167,31.05,60.64,73,65,5.95,TZ,1685056134
290,Plastun,44.7561,136.2939,57.34,62,100,5.06,RU,1685056134
291,Tandil,-37.3217,-59.1332,61.68,99,97,4.16,AR,1685055984
292,Ruteng,-8.6136,120.4721,62.28,90,86,3.47,ID,1685055929
293,Geraldton,-28.7667,114.6,52.21,66,21,0.0,AU,1685055931
294,Tsarychanka,48.937,34.4786,58.32,94,96,5.75,UA,1685056135
295,Nuku'Alofa,-21.1333,-175.2,73.74,78,100,5.75,TO,1685056135
296,Berezovskiy,55.6,86.2,37.81,71,2,5.28,RU,1685056135
297,Laayoune,27.1622,-13.2032,68.34,73,4,10.36,EH,1685055920
298,Bisbee,31.4482,-109.9284,85.37,9,14,8.01,US,1685056136
299,Fernie,49.5,-115.0687,56.57,77,100,3.27,CA,1685056017
300,Kyren,51.6828,102.1408,37.11,63,4,1.32,RU,1685056136
301,Remire-Montjoly,4.9167,-52.2667,75.24,100,20,2.3,GF,1685056136
302,Guna,24.65,77.3167,76.82,63,93,5.37,IN,1685056137
303,Sigli,5.3848,95.9609,78.73,82,84,5.35,ID,1685056137
304,Esikhaleni,-28.871,31.8996,71.44,63,2,15.39,ZA,1685056137
305,Opuwo,-18.0607,13.84,60.49,48,36,3.42,NA,1685056137
306,Nishinoomote,30.7333,131.0,71.58,64,67,10.45,JP,1685056137
307,Ortona,42.3496,14.4039,66.85,81,28,5.57,IT,1685056138
308,Pisco,-13.7,-76.2167,71.65,73,75,9.22,PE,1685056138
309,Borovskoy,53.8,64.15,58.77,66,31,5.39,KZ,1685056138
310,Harvard,42.4222,-88.6137,63.41,31,0,1.99,US,1685056138
311,Midvagur,62.0511,-7.1939,47.23,81,75,26.46,FO,1685056139
312,Pakenham,-38.0667,145.4833,50.99,92,48,5.01,AU,1685056139
313,Naousa,40.6329,22.0534,60.49,73,96,2.46,GR,1685056139
314,Sihanoukville,10.6093,103.5296,76.95,100,40,4.61,KH,1685056062
315,Siracusa,37.0881,15.2792,65.57,86,88,8.68,IT,1685056026
316,College,64.8569,-147.8028,73.09,32,75,3.44,US,1685056140
317,Alvaraes,-3.2208,-64.8042,80.47,94,99,2.33,BR,1685056140
318,Mjolby,58.326,15.1237,49.71,61,19,10.22,SE,1685056140
319,Praia Da Vitoria,38.7333,-27.0667,61.72,78,52,12.82,PT,1685056140
320,Kyaukse,21.6,96.1333,77.9,77,3,5.97,MM,1685056141
321,Tolanaro,-25.0319,46.9987,68.74,76,96,8.66,MG,1685056141
322,Kabala,9.5833,-11.55,70.12,94,100,1.88,SL,1685056141
323,Ar Ruways,24.1103,52.7306,85.69,46,53,4.85,AE,1685056142
324,Puerto Real,36.5282,-6.1901,66.36,82,20,6.91,ES,1685056142
325,Coquimbo,-29.9533,-71.3436,58.73,94,75,3.44,CL,1685056143
326,Tofol,5.3248,163.0078,82.58,78,84,10.16,FM,1685056144
327,Kenai,60.5544,-151.2583,48.29,93,100,13.8,US,1685056144
328,Mantua,45.1667,10.7833,65.44,88,0,4.0,IT,1685055857
329,Kachug,53.9606,105.8817,37.02,95,98,4.63,RU,1685056145
330,Lazaro Cardenas,17.9583,-102.2,85.68,64,15,11.65,MX,1685055960
331,Phan Rang-Thap Cham,11.5667,108.9833,78.51,83,98,3.58,VN,1685056146
332,Tir Pul,34.5943,61.269,70.07,17,10,7.38,AF,1685056146
333,Chonchi,-42.6128,-73.8092,40.21,88,96,2.06,CL,1685056146
334,Acapulco De Juarez,16.8634,-99.8901,87.62,62,40,8.05,MX,1685056100
335,Iskateley,67.6803,53.1512,59.36,89,71,14.27,RU,1685056147
336,Raton,36.9034,-104.4391,63.21,55,100,5.75,US,1685056147
337,Pionerskiy,54.9508,20.2275,51.64,87,21,6.55,RU,1685056148
338,Shimoda,34.6667,138.95,71.1,64,61,4.41,JP,1685056148
339,Ak-Suu,42.4995,78.527,41.38,71,100,7.58,KG,1685056149
340,Hotan,37.0997,79.9269,62.55,45,95,1.23,CN,1685056149
341,Nar'Yan-Mar,67.6713,53.087,59.31,90,73,13.89,RU,1685056149
342,Shimokizukuri,40.8061,140.3861,73.53,46,46,3.38,JP,1685056150
343,Key West,24.5557,-81.7826,87.01,64,40,9.22,US,1685055974
344,Kedrovyy,56.1667,91.8167,34.21,74,9,2.26,RU,1685056152
345,Povolzhskiy,53.5854,49.7629,69.42,40,84,9.26,RU,1685056152
346,Santa Ana,33.7456,-117.8678,74.93,67,75,6.91,US,1685056025
347,Argo,37.6333,22.7333,63.79,68,0,2.77,GR,1685056153
348,Axim,4.8699,-2.2405,80.38,84,58,6.33,GH,1685056153
349,Nova Sintra,14.8667,-24.7167,69.33,83,96,15.86,CV,1685056154
350,Bonnyville,54.2668,-110.735,63.93,49,100,7.76,CA,1685056154
351,Madang,-5.2246,145.7966,76.64,84,100,2.77,PG,1685056154
352,Smithers,54.7804,-127.1743,75.52,29,20,5.75,CA,1685055952
353,Sukhobezvodnoye,57.0491,44.8891,60.49,97,100,8.77,RU,1685056156
354,Kapit,2.0167,112.9333,75.27,92,98,0.89,MY,1685056156
